,capacity,capacity,capacity,capacity,capacity,occupancy,occupancy,occupancy,occupancy,occupancy,vacancy,vacancy,vacancy,vacancy,vacancy
sector,Co-ed,Families,Men,Women,Youth,Co-ed,Families,Men,Women,Youth,Co-ed,Families,Men,Women,Youth
Date,,,,,,,,,,,,,,,
2017-12-03,582,1156,1780,685,518,543,1149,1681,672,505,39,7,99,13,13
2017-12-04,612,1331,1792,685,518,487,1260,1693,667,501,125,71,99,18,17
2017-12-05,622,1382,1788,697,518,573,1364,1703,688,507,49,18,85,9,11
2017-12-06,622,1582,1745,697,518,482,1471,1695,684,487,140,111,50,13,31
2017-12-07,626,1582,1747,707,518,490,1507,1664,679,496,136,75,83,28,22
2017-12-08,626,1711,1729,697,518,564,1609,1657,691,507,62,102,72,6,11
2017-12-09,618,1711,1729,696,518,472,1712,1680,688,510,146,-1,49,8,8
2017-12-10,586,1861,1751,727,518,477,1800,1701,704,511,109,61,50,23,7
2017-12-11,571,1941,1815,727,518,550,1926,1748,713,511,21,15,67,14,7
2017-12-12,586,1927,1820,731,518,483,1940,1721,710,505,103,-13,99,21,13
2017-12-13,611,1925,1820,757,518,497,1948,1730,737,506,114,-23,90,20,12
2017-12-14,611,1925,1820,757,518,496,1949,1723,739,506,115,-24,97,18,12
2017-12-15,611,1925,1820,757,518,577,1946,1717,740,510,34,-21,103,17,8
2017-12-16,611,1925,1820,757,518,579,1945,1714,742,513,32,-20,106,15,5
2017-12-17,611,1925,1820,757,518,581,1941,1717,745,506,30,-16,103,12,12
2017-12-18,611,1925,1820,757,518,502,1919,1707,743,513,109,6,113,14,5
2017-12-19,611,1925,1820,757,518,502,1930,1691,747,508,109,-5,129,10,10
2017-12-20,611,1925,1820,757,525,501,1929,1700,735,512,110,-4,120,22,13
2017-12-21,611,1925,1820,757,525,504,1966,1688,733,510,107,-41,132,24,15
2017-12-22,611,2030,1822,767,525,575,1973,1678,730,510,36,57,144,37,15
2017-12-23,611,2030,1822,767,525,590,1975,1684,737,516,21,55,138,30,9
2017-12-24,611,2030,1822,767,525,582,1972,1678,740,512,29,58,144,27,13
2017-12-25,611,2030,1822,767,525,508,1980,1695,744,513,103,50,127,23,12
2017-12-26,611,2030,1822,767,525,507,1974,1724,749,515,104,56,98,18,10
2017-12-27,611,2030,1822,767,525,506,1979,1721,751,514,105,51,101,16,11
2017-12-28,611,2030,1822,767,525,505,1975,1741,756,518,106,55,81,11,7
2017-12-29,611,2030,1822,767,525,585,1976,1713,745,515,26,54,109,22,10
2017-12-30,611,2030,1822,767,525,590,1969,1714,750,514,21,61,108,17,11
2017-12-31,611,2030,1822,767,525,584,1964,1707,751,514,27,66,115,16,11
2018-01-01,611,2030,1822,767,525,502,1968,1719,751,510,109,62,103,16,15
2018-01-02,611,2030,1822,767,525,509,1960,1731,750,512,102,70,91,17,13
2018-01-03,611,2030,1822,767,525,507,1978,1727,751,516,104,52,95,16,9
2018-01-04,611,2034,1822,773,525,509,1969,1735,753,515,102,65,87,20,10
2018-01-05,611,2034,1822,775,525,582,1981,1736,754,513,29,53,86,21,12
2018-01-06,611,2034,1822,775,525,585,1972,1706,751,512,26,62,116,24,13
2018-01-07,611,2034,1822,775,525,574,1977,1723,749,513,37,57,99,26,12
2018-01-08,611,2034,1882,775,525,505,2023,1732,749,516,106,11,150,26,9
2018-01-09,611,2034,1882,775,525,503,2020,1737,757,515,108,14,145,18,10
2018-01-10,615,2034,1882,775,525,506,2021,1737,758,517,109,13,145,17,8
2018-01-11,604,2074,1882,775,525,511,2009,1738,762,514,93,65,144,13,11
2018-01-12,604,2076,1882,775,525,578,2040,1760,759,517,26,36,122,16,8
2018-01-13,604,2076,1882,775,525,583,2057,1760,764,522,21,19,122,11,3
2018-01-14,604,2076,1882,775,525,576,2054,1753,765,519,28,22,129,10,6
2018-01-15,604,2076,1894,775,525,511,2068,1757,767,519,93,8,137,8,6
2018-01-16,604,2076,1894,775,525,511,2081,1759,763,514,93,-5,135,12,11
2018-01-17,604,2076,1894,775,525,510,2093,1774,763,512,94,-17,120,12,13
2018-01-18,604,2076,1894,775,525,506,2115,1767,757,517,98,-39,127,18,8
2018-01-19,609,2076,1883,775,525,575,2110,1779,760,518,34,-34,104,15,7
2018-01-20,609,2076,1883,775,525,584,2112,1757,761,521,25,-36,126,14,4
2018-01-21,609,2076,1883,775,525,588,2131,1759,764,519,21,-55,124,11,6
2018-01-22,609,2151,1888,775,525,513,2117,1764,767,515,96,34,124,8,10
2018-01-23,609,2154,1888,775,525,513,2119,1767,764,516,96,35,121,11,9
2018-01-24,610,2154,1888,778,525,512,2133,1768,768,516,98,21,120,10,9
2018-01-25,610,2154,1888,778,525,511,2146,1771,769,516,99,8,117,9,9
2018-01-26,610,2187,1888,783,525,570,2196,1772,762,520,40,-9,116,21,5
2018-01-27,610,2187,1888,783,525,583,2196,1758,757,515,27,-9,130,26,10
2018-01-28,610,2187,1888,783,525,588,2201,1778,761,517,22,-14,110,22,8
2018-01-29,610,2187,1888,783,525,510,2242,1780,774,520,100,-55,108,9,5
2018-01-30,610,2187,1888,783,525,508,2249,1767,764,515,102,-62,121,19,10
2018-01-31,613,2187,1899,783,525,511,2230,1730,764,517,102,-43,169,19,8
2018-02-01,613,2187,1899,783,525,514,2181,1750,762,515,99,6,149,21,10
2018-02-02,613,2187,1911,783,525,579,2158,1769,765,515,34,29,142,18,10
2018-02-03,613,2187,1911,783,525,580,2158,1753,775,517,33,29,158,8,8
2018-02-04,613,2187,1911,783,525,587,2187,1745,775,517,26,0,166,8,8
2018-02-05,613,2187,1919,783,525,505,2188,1765,774,516,108,-1,154,9,9
2018-02-06,613,2187,1919,783,525,516,2195,1779,768,519,97,-8,140,15,6
2018-02-07,613,2227,1919,783,525,517,2236,1792,770,518,96,-9,127,13,7
2018-02-08,619,2227,1919,783,525,513,2212,1767,769,520,106,15,152,14,5
2018-02-09,625,2227,1919,783,525,596,2200,1769,770,516,29,27,150,13,9
2018-02-10,625,2244,1919,783,525,608,2179,1755,768,519,17,65,164,15,6
2018-02-11,625,2261,1919,783,525,603,2177,1759,773,516,22,84,160,10,9
2018-02-12,625,2278,1927,783,525,521,2221,1777,774,514,104,57,150,9,11
2018-02-13,631,2278,1927,783,525,528,2228,1769,776,518,103,50,158,7,7
2018-02-14,636,2278,1927,783,525,524,2252,1788,761,514,112,26,139,22,11
2018-02-15,636,2278,1927,783,525,527,2246,1778,769,517,109,32,149,14,8
2018-02-16,636,2278,1927,783,525,613,2245,1774,765,522,23,33,153,18,3
2018-02-17,636,2278,1927,783,525,612,2238,1779,772,520,24,40,148,11,5
2018-02-18,636,2278,1927,783,525,600,2243,1766,770,516,36,35,161,13,9
2018-02-19,636,2278,1927,783,525,522,2254,1775,772,521,114,24,152,11,4
2018-02-20,636,2278,1927,787,528,535,2256,1771,775,520,101,22,156,12,8
2018-02-21,636,2278,1927,787,528,534,2264,1791,771,513,102,14,136,16,15
2018-02-22,636,2278,1927,787,528,531,2269,1775,779,515,105,9,152,8,13
2018-02-23,636,2278,1927,787,528,595,2282,1753,776,520,41,-4,174,11,8
2018-02-24,636,2278,1927,787,528,600,2284,1758,782,519,36,-6,169,5,9
2018-02-25,636,2278,1927,787,528,607,2287,1777,780,517,29,-9,150,7,11
2018-02-26,636,2278,1927,787,528,529,2293,1787,774,514,107,-15,140,13,14
2018-02-27,636,2299,1927,787,528,528,2293,1770,771,514,108,6,157,16,14
2018-02-28,636,2299,1927,787,528,532,2275,1737,775,513,104,24,190,12,15
2018-03-01,648,2334,1927,787,528,537,2270,1773,767,515,111,64,154,20,13
2018-03-02,648,2322,1927,787,528,593,2259,1775,774,511,55,63,152,13,17
2018-03-03,648,2322,1927,787,528,617,2262,1787,774,513,31,60,140,13,15
2018-03-04,648,2322,1927,787,528,609,2221,1758,774,515,39,101,169,13,13
2018-03-05,648,2446,1927,787,528,533,2204,1789,773,510,115,242,138,14,18
2018-03-06,635,2273,1927,787,528,537,2241,1802,771,508,98,32,125,16,20
2018-03-07,635,2273,1927,787,528,539,2291,1790,773,506,96,-18,137,14,22
2018-03-08,635,2293,1927,787,528,533,2311,1800,777,511,102,-18,127,10,17
2018-03-09,637,2337,1927,787,528,614,2334,1798,771,515,23,3,129,16,13
2018-03-10,637,2357,1927,787,528,617,2339,1769,775,513,20,18,158,12,15
2018-03-11,637,2377,1927,787,528,610,2368,1777,773,512,27,9,150,14,16
2018-03-12,637,2377,1927,787,528,531,2389,1805,774,518,106,-12,122,13,10
2018-03-13,637,2427,1927,787,528,537,2400,1809,772,517,100,27,118,15,11
2018-03-14,637,2463,1927,787,528,536,2428,1800,772,517,101,35,127,15,11
2018-03-15,637,2489,1927,787,528,536,2441,1794,770,520,101,48,133,17,8
2018-03-16,637,2513,1927,786,528,616,2432,1802,771,519,21,81,125,15,9
2018-03-17,637,2529,1927,786,528,624,2439,1791,771,518,13,90,136,15,10
2018-03-18,637,2529,1927,786,528,616,2438,1789,772,510,21,91,138,14,18
2018-03-19,637,2541,1927,786,528,537,2455,1788,769,505,100,86,139,17,23
2018-03-20,653,2553,1927,786,528,535,2486,1794,766,507,118,67,133,20,21
2018-03-21,660,2565,1927,786,528,557,2500,1796,745,505,103,65,131,41,23
2018-03-22,668,2577,1927,786,528,560,2504,1799,754,507,108,73,128,32,21
2018-03-23,668,2589,1927,786,528,646,2517,1783,739,512,22,72,144,47,16
2018-03-24,668,2589,1927,786,528,646,2516,1797,744,516,22,73,130,42,12
2018-03-25,668,2589,1927,786,528,639,2519,1790,745,515,29,70,137,41,13
2018-03-26,668,2601,1927,786,528,571,2540,1804,742,509,97,61,123,44,19
2018-03-27,668,2613,1927,786,528,569,2549,1781,738,513,99,64,146,48,15
2018-03-28,668,2625,1927,786,528,568,2551,1775,746,505,100,74,152,40,23
2018-03-29,668,2637,1927,786,528,564,2566,1775,740,512,104,71,152,46,16
2018-03-30,668,2637,1927,786,528,641,2552,1768,746,515,27,85,159,40,13
2018-03-31,668,2637,1927,786,528,643,2546,1747,745,517,25,91,180,41,11
2018-04-01,668,2637,1927,786,528,645,2547,1759,745,512,23,90,168,41,16
2018-04-02,668,2637,1927,786,528,561,2549,1749,746,510,107,88,178,40,18
2018-04-03,668,2649,1927,786,528,563,2559,1781,740,506,105,90,146,46,22
2018-04-04,668,2661,1927,786,528,563,2535,1776,737,503,105,126,151,49,25
2018-04-05,668,2673,1927,786,528,565,2541,1781,736,502,103,132,146,50,26
2018-04-06,668,2685,1927,754,528,647,2551,1770,743,512,21,134,157,11,16
2018-04-07,668,2685,1927,754,528,651,2554,1771,735,511,17,131,156,19,17
2018-04-08,668,2685,1927,754,528,650,2568,1779,742,509,18,117,148,12,19
2018-04-09,668,2697,1927,754,528,569,2596,1782,742,512,99,101,145,12,16
2018-04-10,668,2697,1927,754,528,572,2604,1786,741,517,96,93,141,13,11
2018-04-11,668,2697,1927,754,528,569,2613,1791,745,515,99,84,136,9,13
2018-04-12,668,2697,1927,754,528,568,2643,1775,743,515,100,54,152,11,13
2018-04-13,668,2697,1926,754,528,651,2660,1774,748,510,17,37,152,6,18
2018-04-14,668,2697,1926,754,528,656,2665,1772,746,512,12,32,154,8,16
2018-04-15,668,2697,1926,754,528,657,2671,1791,745,514,11,26,135,9,14
2018-04-16,668,2697,1926,754,528,573,2709,1803,746,515,95,-12,123,8,13
2018-04-17,668,2697,1926,754,528,567,2723,1803,743,506,101,-26,123,11,22
2018-04-18,668,2761,1926,754,528,571,2726,1789,746,514,97,35,137,8,14
2018-04-19,668,2773,1926,754,528,574,2762,1780,747,512,94,11,146,7,16
2018-04-20,668,2785,1926,754,528,648,2762,1785,742,514,20,23,141,12,14
2018-04-21,668,2797,1926,754,528,652,2772,1788,739,512,16,25,138,15,16
2018-04-22,668,2809,1926,754,528,657,2779,1781,737,514,11,30,145,17,14
2018-04-23,668,2821,1926,754,528,569,2782,1806,744,508,99,39,120,10,20
2018-04-24,668,2829,1926,754,528,568,2820,1808,750,514,100,9,118,4,14
2018-04-25,668,2841,1926,754,528,571,2827,1803,747,513,97,14,123,7,15
2018-04-26,668,2857,1926,754,528,571,2858,1797,742,516,97,-1,129,12,12
2018-04-27,668,2919,1926,754,528,649,2855,1767,743,518,19,64,159,11,10
2018-04-28,668,2931,1926,754,528,651,2852,1782,741,518,17,79,144,13,10
2018-04-29,668,2939,1926,754,528,656,2855,1769,741,520,12,84,157,13,8
2018-04-30,668,2939,1926,754,528,571,2849,1791,735,512,97,90,135,19,16
2018-05-01,668,2969,1926,754,528,563,2856,1791,739,514,105,113,135,15,14
2018-05-02,668,2969,1926,754,528,565,2869,1771,741,514,103,100,155,13,14
2018-05-03,668,2969,1926,754,528,568,2862,1774,747,516,100,107,152,7,12
2018-05-04,668,3001,1926,754,528,644,2857,1792,740,513,24,144,134,14,15
2018-05-05,668,3013,1926,754,528,644,2854,1791,743,517,24,159,135,11,11
2018-05-06,668,3025,1926,754,528,643,2864,1796,744,511,25,161,130,10,17
2018-05-07,668,3069,1926,752,528,563,2861,1801,747,509,105,208,125,5,19
2018-05-08,668,3093,1926,752,528,565,2870,1810,747,512,103,223,116,5,16
2018-05-09,668,3117,1926,752,528,566,2892,1796,744,509,102,225,130,8,19
2018-05-10,668,3089,1926,752,528,565,2907,1826,743,511,103,182,100,9,17
2018-05-11,668,3097,1926,752,528,647,2952,1808,738,513,21,145,118,14,15
2018-05-12,668,3097,1926,752,528,649,2958,1816,737,519,19,139,110,15,9
2018-05-13,668,3097,1926,752,528,649,2969,1809,741,518,19,128,117,11,10
2018-05-14,668,3097,1926,752,528,564,2982,1845,743,512,104,115,81,9,16
2018-05-15,668,3097,1926,752,528,564,3001,1832,740,513,104,96,94,12,15
2018-05-16,668,3097,1926,752,528,564,3008,1840,740,515,104,89,86,12,13
2018-05-17,668,3097,1926,752,528,564,2999,1829,743,506,104,98,97,9,22
2018-05-18,668,3122,1926,750,528,634,2993,1831,734,513,34,129,95,16,15
2018-05-19,668,3122,1926,750,528,642,2984,1825,734,516,26,138,101,16,12
2018-05-20,668,3122,1926,750,528,645,2974,1822,738,517,23,148,104,12,11
2018-05-21,668,3122,1926,750,528,567,2973,1843,736,517,101,149,83,14,11
2018-05-22,668,3122,1926,750,528,565,2997,1857,737,517,103,125,69,13,11
2018-05-23,668,3122,1926,746,528,568,3013,1841,732,518,100,109,85,14,10
2018-05-24,668,3147,1925,743,528,565,3011,1831,732,516,103,136,94,11,12
2018-05-25,668,3147,1925,743,528,638,3016,1831,735,517,30,131,94,8,11
2018-05-26,668,3147,1925,743,528,638,3008,1837,732,518,30,139,88,11,10
2018-05-27,668,3147,1925,743,528,646,3001,1835,733,517,22,146,90,10,11
2018-05-28,668,3147,1924,742,528,564,3005,1828,734,511,104,142,96,8,17
2018-05-29,668,3147,1923,742,528,565,3009,1819,729,517,103,138,104,13,11
2018-05-30,668,3147,1923,741,528,563,3013,1816,731,517,105,134,107,10,11
2018-05-31,668,3172,1923,741,528,564,3022,1811,733,507,104,150,112,8,21
2018-06-01,668,3172,1923,740,528,561,2973,1812,721,514,107,199,111,19,14
2018-06-02,668,3172,1923,740,528,625,2959,1788,716,513,43,213,135,24,15
2018-06-03,668,3172,1923,740,528,621,2949,1806,719,509,47,223,117,21,19
2018-06-04,668,3172,1922,740,528,541,2937,1818,724,507,127,235,104,16,21
2018-06-05,668,3172,1921,740,528,541,2938,1828,719,505,127,234,93,21,23
2018-06-06,668,3172,1931,740,528,539,2931,1821,714,507,129,241,110,26,21
2018-06-07,668,3172,1931,740,528,538,2931,1828,719,508,130,241,103,21,20
2018-06-08,668,3172,1931,740,528,536,2919,1803,719,511,132,253,128,21,17
2018-06-09,668,3172,1931,740,528,614,2899,1795,719,511,54,273,136,21,17
2018-06-10,668,3172,1931,740,528,613,2890,1801,718,506,55,282,130,22,22
2018-06-11,668,3172,1931,740,528,540,2867,1808,720,508,128,305,123,20,20
2018-06-12,668,3172,1931,740,528,541,2869,1803,724,511,127,303,128,16,17
2018-06-13,668,3172,1931,740,528,545,2862,1813,727,511,123,310,118,13,17
2018-06-14,668,3172,1931,740,528,542,2868,1808,732,513,126,304,123,8,15
2018-06-15,668,3172,1931,740,528,543,2872,1788,726,517,125,300,143,14,11
2018-06-16,668,3172,1931,740,528,597,2873,1761,729,517,71,299,170,11,11
2018-06-17,668,3172,1931,740,528,614,2865,1778,730,515,54,307,153,10,13
2018-06-18,668,3148,1930,740,528,543,2873,1796,727,515,125,275,134,13,13
2018-06-19,668,3148,1930,740,528,538,2892,1793,731,509,130,256,137,9,19
2018-06-20,668,3148,1930,740,528,538,2895,1787,725,509,130,253,143,15,19
2018-06-21,668,3148,1930,740,528,542,2898,1796,734,509,126,250,134,6,19
2018-06-22,668,3148,1930,740,528,538,2911,1815,734,514,130,237,115,6,14
2018-06-23,668,3148,1930,740,528,607,2905,1808,736,513,61,243,122,4,15
2018-06-24,668,3148,1930,740,528,615,2905,1807,731,513,53,243,123,9,15
2018-06-25,668,3148,1930,740,528,537,2912,1800,733,511,131,236,130,7,17
2018-06-26,668,3148,1913,740,528,537,2933,1800,731,508,131,215,113,9,20
2018-06-27,658,3148,1913,740,528,538,2942,1803,734,511,120,206,110,6,17
2018-06-28,658,3148,1913,740,528,539,2932,1811,729,513,119,216,102,11,15
2018-06-29,658,3148,1913,740,528,546,2937,1783,720,516,112,211,130,20,12
2018-06-30,658,3148,1913,740,528,594,2950,1777,729,517,64,198,136,11,11
2018-07-01,658,3148,1913,740,528,608,2943,1790,731,517,50,205,123,9,11
2018-07-02,658,3148,1913,740,528,604,2922,1801,730,513,54,226,112,10,15
2018-07-03,658,3148,1913,740,528,605,2872,1771,731,512,53,276,142,9,16
2018-07-04,658,3148,1913,740,528,604,2838,1741,733,509,54,310,172,7,19
2018-07-05,658,3148,1913,740,528,601,2839,1758,728,511,57,309,155,12,17
2018-07-06,658,3148,1858,740,528,547,2833,1731,734,506,111,315,127,6,22
2018-07-07,658,3148,1858,740,528,604,2820,1717,730,511,54,328,141,10,17
2018-07-08,658,3148,1858,740,528,614,2805,1738,730,510,44,343,120,10,18
2018-07-09,658,3148,1858,740,528,546,2831,1729,730,507,112,317,129,10,21
2018-07-10,658,3148,1858,740,528,551,2822,1729,729,510,107,326,129,11,18
2018-07-11,658,3148,1858,740,528,549,2832,1738,727,509,109,316,120,13,19
2018-07-12,658,3148,1858,740,528,547,2846,1742,726,512,111,302,116,14,16
2018-07-13,658,3148,1839,740,528,546,2862,1738,723,518,112,286,101,17,10
2018-07-14,658,3148,1839,740,528,617,2863,1730,733,517,41,285,109,7,11
2018-07-15,658,3148,1839,740,528,616,2846,1730,735,516,42,302,109,5,12
2018-07-16,658,3148,1839,740,528,553,2847,1758,730,510,105,301,81,10,18
2018-07-17,658,3148,1839,740,528,551,2855,1771,732,509,107,293,68,8,19
2018-07-18,658,3148,1839,740,528,553,2866,1764,733,512,105,282,75,7,16
2018-07-19,658,3148,1839,740,528,554,2870,1764,727,510,104,278,75,13,18
2018-07-20,658,3148,1839,740,528,553,2837,1752,726,513,105,311,87,14,15
2018-07-21,658,3148,1839,740,528,623,2836,1749,727,514,35,312,90,13,14
2018-07-22,658,3148,1839,740,528,628,2852,1749,728,506,30,296,90,12,22
2018-07-23,693,3148,1838,740,528,580,2856,1767,728,512,113,292,71,12,16
2018-07-24,693,3148,1838,740,528,579,2878,1775,722,511,114,270,63,18,17
2018-07-25,693,3148,1838,740,528,576,2888,1762,730,515,117,260,76,10,13
2018-07-26,693,3148,1838,740,528,577,2898,1771,727,516,116,250,67,13,12
2018-07-27,693,3148,1838,740,528,579,2899,1758,727,514,114,249,80,13,14
2018-07-28,693,3148,1838,740,528,649,2894,1746,725,516,44,254,92,15,12
2018-07-29,693,3148,1838,740,528,646,2886,1759,727,508,47,262,79,13,20
2018-07-30,693,3148,1838,740,528,577,2904,1777,729,511,116,244,61,11,17
2018-07-31,693,3148,1838,740,528,575,2890,1743,730,507,118,258,95,10,21
2018-08-01,708,3148,1837,740,528,588,2845,1716,728,502,120,303,121,12,26
2018-08-02,706,3148,1833,740,528,593,2839,1755,723,506,113,309,78,17,22
2018-08-03,706,3172,1833,740,528,595,2829,1760,730,510,111,343,73,10,18
2018-08-04,706,3172,1833,740,528,660,2807,1752,720,508,46,365,81,20,20
2018-08-05,706,3172,1833,740,528,678,2831,1750,725,509,28,341,83,15,19
2018-08-06,706,3172,1833,740,528,600,2842,1777,732,509,106,330,56,8,19
2018-08-07,706,3172,1832,740,528,596,2874,1794,724,513,110,298,38,16,15
2018-08-08,706,3172,1832,740,528,605,2887,1787,727,510,101,285,45,13,18
2018-08-09,706,3172,1832,740,528,603,2875,1779,729,504,103,297,53,11,24
2018-08-10,706,3172,1832,740,528,602,2861,1785,723,510,104,311,47,17,18
2018-08-11,706,3172,1832,740,528,680,2867,1754,720,509,26,305,78,20,19
2018-08-12,706,3172,1832,740,528,682,2889,1773,713,510,24,283,59,27,18
2018-08-13,706,3188,1831,740,528,604,2840,1778,722,502,102,348,53,18,26
2018-08-14,706,3188,1831,740,528,600,2843,1786,723,505,106,345,45,17,23
2018-08-15,706,3208,1831,740,528,602,2838,1786,728,510,104,370,45,12,18
2018-08-16,706,3208,1831,740,528,604,2829,1792,730,511,102,379,39,10,17
2018-08-17,706,3208,1831,740,528,601,2810,1795,727,509,105,398,36,13,19
2018-08-18,706,3208,1831,740,528,681,2793,1770,719,504,25,415,61,21,24
2018-08-19,706,3208,1831,740,528,689,2813,1768,727,510,17,395,63,13,18
2018-08-20,706,3228,1831,740,528,605,2813,1787,727,509,101,415,44,13,19
2018-08-21,706,3228,1831,740,528,604,2818,1800,725,504,102,410,31,15,24
2018-08-22,706,3228,1831,740,528,602,2852,1801,731,508,104,376,30,9,20
2018-08-23,706,3228,1831,740,528,605,2869,1796,730,509,101,359,35,10,19
2018-08-24,706,3248,1831,740,528,608,2883,1783,725,514,98,365,48,15,14
2018-08-25,706,3248,1831,740,528,679,2890,1774,725,514,27,358,57,15,14
2018-08-26,706,3248,1831,740,528,684,2892,1778,722,514,22,356,53,18,14
2018-08-27,706,3248,1830,740,528,605,2902,1781,728,511,101,346,49,12,17
2018-08-28,706,3248,1830,740,528,602,2898,1772,727,513,104,350,58,13,15
2018-08-29,706,3248,1830,740,528,608,2900,1786,730,513,98,348,44,10,15
2018-08-30,706,3268,1830,740,528,604,2894,1784,729,511,102,374,46,11,17
2018-08-31,706,3268,1830,740,528,605,2899,1768,729,509,101,369,62,11,19
2018-09-01,706,3268,1830,740,528,673,2878,1736,724,513,33,390,94,16,15
2018-09-02,706,3268,1830,740,528,675,2870,1750,727,510,31,398,80,13,18
2018-09-03,706,3268,1830,740,528,603,2873,1745,731,508,103,395,85,9,20
2018-09-04,706,3268,1830,740,528,609,2871,1763,718,507,97,397,67,22,21
2018-09-05,706,3276,1830,740,528,608,2848,1753,731,504,98,428,77,9,24
2018-09-06,706,3276,1830,740,528,607,2853,1772,727,505,99,423,58,13,23
2018-09-07,706,3276,1830,740,528,605,2867,1776,728,506,101,409,54,12,22
2018-09-08,706,3276,1830,740,528,688,2863,1766,728,509,18,413,64,12,19
2018-09-09,706,3276,1830,740,528,689,2873,1774,726,505,17,403,56,14,23
2018-09-10,706,3276,1830,740,528,602,2868,1789,730,508,104,408,41,10,20
2018-09-11,706,3276,1830,740,528,603,2876,1793,725,505,103,400,37,15,23
2018-09-12,706,3276,1830,740,528,606,2868,1784,725,503,100,408,46,15,25
2018-09-13,706,3276,1830,740,528,607,2869,1794,726,502,99,407,36,14,26
2018-09-14,706,3276,1834,740,528,607,2860,1790,725,503,99,416,44,15,25
2018-09-15,706,3276,1834,740,528,681,2858,1773,723,503,25,418,61,17,25
2018-09-16,706,3276,1834,740,528,678,2861,1780,724,497,28,415,54,16,31
2018-09-17,706,3276,1834,740,525,600,2840,1784,720,499,106,436,50,20,26
2018-09-18,706,3276,1834,740,525,602,2845,1790,726,499,104,431,44,14,26
2018-09-19,706,3276,1834,740,525,603,2865,1781,725,500,103,411,53,15,25
2018-09-20,706,3276,1834,740,525,606,2860,1788,723,501,100,416,46,17,24
2018-09-21,706,3276,1830,740,525,611,2876,1794,724,507,95,400,36,16,18
2018-09-22,706,3276,1830,740,525,693,2885,1789,729,508,13,391,41,11,17
2018-09-23,706,3276,1830,740,525,688,2903,1782,728,506,18,373,48,12,19
2018-09-24,706,3276,1830,740,525,607,2913,1783,726,509,99,363,47,14,16
2018-09-25,706,3276,1830,740,525,610,2928,1791,725,509,96,348,39,15,16
2018-09-26,706,3276,1830,740,525,613,2937,1787,722,509,93,339,43,18,16
2018-09-27,706,3276,1830,740,525,608,2935,1786,722,509,98,341,44,18,16
2018-09-28,706,3276,1830,740,525,611,2949,1782,725,512,95,327,48,15,13
2018-09-29,706,3276,1830,740,525,682,2960,1768,721,506,24,316,62,19,19
2018-09-30,706,3276,1830,740,525,687,2951,1780,725,509,19,325,50,15,16
2018-10-01,706,3284,1830,740,528,603,2941,1782,724,513,103,343,48,16,15
2018-10-02,706,3284,1830,740,528,607,2914,1784,730,509,99,370,46,10,19
2018-10-03,706,3284,1830,740,528,606,2866,1772,731,513,100,418,58,9,15
2018-10-04,706,3284,1830,740,528,608,2881,1786,724,514,98,403,44,16,14
2018-10-05,706,3284,1830,740,528,607,2863,1787,729,521,99,421,43,11,7
2018-10-06,706,3284,1830,740,528,689,2893,1772,731,519,17,391,58,9,9
2018-10-07,706,3284,1830,740,528,686,2883,1780,730,521,20,401,50,10,7
2018-10-08,706,3284,1830,740,528,608,2881,1782,731,520,98,403,48,9,8
2018-10-09,706,3284,1828,739,528,603,2889,1785,731,517,103,395,43,8,11
2018-10-10,706,3284,1824,739,528,607,2878,1780,724,515,99,406,44,15,13
2018-10-11,706,3284,1824,739,528,604,2919,1786,731,522,102,365,38,8,6
2018-10-12,706,3284,1814,739,528,605,2919,1787,730,522,101,365,27,9,6
2018-10-13,706,3284,1814,739,528,688,2915,1786,730,520,18,369,28,9,8
2018-10-14,706,3284,1814,739,528,685,2925,1782,730,522,21,359,32,9,6
2018-10-15,706,3245,1829,739,528,605,2904,1795,728,520,101,341,34,11,8
2018-10-16,706,3245,1833,739,528,601,2913,1803,730,522,105,332,30,9,6
2018-10-17,706,3245,1833,739,528,600,2915,1811,734,519,106,330,22,5,9
2018-10-18,706,3245,1833,739,528,603,2924,1805,734,522,103,321,28,5,6
2018-10-19,706,3245,1833,739,528,600,2953,1809,728,524,106,292,24,11,4
2018-10-20,706,3245,1833,739,528,685,2945,1814,733,526,21,300,19,6,2
2018-10-21,706,3245,1833,739,528,688,2950,1809,736,525,18,295,24,3,3
2018-10-22,706,3245,1833,739,528,602,2940,1815,734,523,104,305,18,5,5
2018-10-23,706,3245,1833,739,528,599,2954,1811,729,526,107,291,22,10,2
2018-10-24,706,3245,1833,739,528,606,2948,1815,729,523,100,297,18,10,5
2018-10-25,706,3245,1833,739,528,607,2939,1807,728,524,99,306,26,11,4
2018-10-26,706,3245,1833,739,528,606,2946,1802,723,527,100,299,31,16,1
2018-10-27,706,3245,1833,739,528,684,2947,1803,730,526,22,298,30,9,2
2018-10-28,706,3245,1833,739,528,689,2940,1805,732,523,17,305,28,7,5
2018-10-29,706,3245,1833,739,528,607,2928,1808,732,522,99,317,25,7,6
2018-10-30,706,3245,1833,739,528,604,2935,1809,731,521,102,310,24,8,7
2018-10-31,706,3245,1833,739,528,602,2923,1793,724,525,104,322,40,15,3
2018-11-01,706,3280,1833,739,528,603,2911,1789,725,522,103,369,44,14,6
2018-11-02,706,3248,1830,739,528,598,2895,1794,727,524,108,353,36,12,4
2018-11-03,706,3248,1830,739,528,670,2896,1791,724,524,36,352,39,15,4
